miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,mRNA_log2FoldChange,mRNA_padj,mRNA_DE,miRNA_log2FoldChange,miRNA_padj,miRNA_DE,NCBI_Description,Swiss.Prot_Description,score,energy,query_similar,subject_similar,total_bp_shared,GO_Swiss.Prot,GO_Trembl
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.491460291,0.0002069683674,Y,-1.916046631,0.003977191821,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.491460291,0.0002069683674,Y,-2.296175267,0.0001233001626,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1473,evm.TU.chromosome_11.1003,0.07644409367,0.7557656577,0.9618103775,-2.525629594,0.0005788618404,Y,-1.444360757,0.02518494039,Y,macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata],Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1,163,-22.77,75.00%,80.00%,20,GO:0009986; GO:0010008; GO:0005887; GO:0005886; GO:0005537; GO:0004872; GO:0004888; GO:0001618; GO:0071346; GO:0071353; GO:0071222; GO:0006898,
Cluster_1473,evm.TU.chromosome_11.1003,0.07644409367,0.7557656577,0.9618103775,-2.524606169,0.0001261148168,Y,-1.444360757,0.02518494039,Y,macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata],Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1,163,-22.77,75.00%,80.00%,20,GO:0009986; GO:0010008; GO:0005887; GO:0005886; GO:0005537; GO:0004872; GO:0004888; GO:0001618; GO:0071346; GO:0071353; GO:0071222; GO:0006898,
Cluster_1473,evm.TU.chromosome_11.1003,0.07644409367,0.7557656577,0.9618103775,-2.604829041,4.63E-05,Y,-1.444360757,0.02518494039,Y,macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata],Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1,163,-22.77,75.00%,80.00%,20,GO:0009986; GO:0010008; GO:0005887; GO:0005886; GO:0005537; GO:0004872; GO:0004888; GO:0001618; GO:0071346; GO:0071353; GO:0071222; GO:0006898,
Cluster_1453,evm.TU.chromosome_11.1627,0.5410884587,0.01674079863,0.4211604568,-2.440654668,0.03066248807,Y,-2.11084247,0.007967319116,Y,collectin-12-like [Orbicella faveolata],Collagen alpha-1(XXVIII) chain OS=Mus musculus GN=Col28a1 PE=2 SV=1,158,-21.1,86.67%,86.67%,15,GO:0005604; GO:0005581; GO:0031012; GO:0004867; GO:0007155,GO:0005581; GO:0016021
Cluster_1453,evm.TU.chromosome_11.1627,0.5410884587,0.01674079863,0.4211604568,-2.440654668,0.03066248807,Y,-1.916046631,0.003977191821,Y,collectin-12-like [Orbicella faveolata],Collagen alpha-1(XXVIII) chain OS=Mus musculus GN=Col28a1 PE=2 SV=1,158,-21.1,86.67%,86.67%,15,GO:0005604; GO:0005581; GO:0031012; GO:0004867; GO:0007155,GO:0005581; GO:0016021
Cluster_1453,evm.TU.chromosome_11.1627,0.5410884587,0.01674079863,0.4211604568,-2.440654668,0.03066248807,Y,-2.296175267,0.0001233001626,Y,collectin-12-like [Orbicella faveolata],Collagen alpha-1(XXVIII) chain OS=Mus musculus GN=Col28a1 PE=2 SV=1,158,-21.1,86.67%,86.67%,15,GO:0005604; GO:0005581; GO:0031012; GO:0004867; GO:0007155,GO:0005581; GO:0016021
Cluster_2003,evm.TU.chromosome_4.266,0.725378353,0.0004403304008,0.1143750212,-1.865621217,0.03061095642,Y,-2.084022573,0.008928651577,Y,predicted protein [Nematostella vectensis],NA,144,-22.1,76.47%,82.35%,17,NA,GO:0016021
Cluster_2003,evm.TU.chromosome_4.266,0.725378353,0.0004403304008,0.1143750212,-1.865621217,0.03061095642,Y,-1.807889724,0.01372151167,Y,predicted protein [Nematostella vectensis],NA,144,-22.1,76.47%,82.35%,17,NA,GO:0016021
Cluster_1452,evm.TU.chromosome_14.673,-0.1886344538,0.4392856653,0.8847162733,4.797761286,0.03144201238,Y,-1.910818382,0.03487820213,Y,PREDICTED: rho-related GTP-binding protein RhoA-C [Oreochromis niloticus],Rho-related GTP-binding protein RhoC OS=Homo sapiens GN=RHOC PE=1 SV=1,162,-25.17,78.95%,78.95%,19,GO:0032154; GO:0005829; GO:0070062; GO:0005634; GO:0005886; GO:0032420; GO:0005525; GO:0003924; GO:0004871; GO:0043297; GO:0007186; GO:0000281; GO:0043123; GO:0060193; GO:0032464; GO:0051056; GO:1902766; GO:0007264; GO:0044319,GO:0005622; GO:0016020; GO:0005525; GO:0003924; GO:1902766; GO:0007264; GO:0044319
Cluster_8986,evm.TU.chromosome_3.1946,-0.3342707613,0.1618859146,0.747220122,-1.446535848,0.009451638282,Y,1.922137093,0.006380078666,Y,radial spoke head 1 homolog [Orbicella faveolata],Radial spoke head 1 homolog OS=Mus musculus GN=Rsph1 PE=1 SV=2,158,-21.29,71.43%,80.95%,21,GO:0000794; GO:0005737; GO:0072687; GO:0031514; GO:0001520; GO:0036126; GO:0035082; GO:0051321; GO:0007286,
Cluster_8986,evm.TU.chromosome_3.1946,-0.3342707613,0.1618859146,0.747220122,-2.152365577,4.60E-05,Y,1.922137093,0.006380078666,Y,radial spoke head 1 homolog [Orbicella faveolata],Radial spoke head 1 homolog OS=Mus musculus GN=Rsph1 PE=1 SV=2,158,-21.29,71.43%,80.95%,21,GO:0000794; GO:0005737; GO:0072687; GO:0031514; GO:0001520; GO:0036126; GO:0035082; GO:0051321; GO:0007286,
Cluster_8986,evm.TU.chromosome_3.1946,-0.3342707613,0.1618859146,0.747220122,-1.352080526,0.01731196349,Y,1.922137093,0.006380078666,Y,radial spoke head 1 homolog [Orbicella faveolata],Radial spoke head 1 homolog OS=Mus musculus GN=Rsph1 PE=1 SV=2,158,-21.29,71.43%,80.95%,21,GO:0000794; GO:0005737; GO:0072687; GO:0031514; GO:0001520; GO:0036126; GO:0035082; GO:0051321; GO:0007286,
Cluster_1452,evm.TU.chromosome_12.1521,-0.3256641646,0.1736390314,0.7571684336,-7.885843974,0.003426103227,Y,-1.910818382,0.03487820213,Y,uncharacterized protein LOC111343043 [Stylophora pistillata],NA,167,-21.51,92.86%,92.86%,14,NA,NA
Cluster_1473,evm.TU.chromosome_9.213,0.1359186476,0.5790178089,0.9236166316,-1.12309421,0.02225753072,Y,-1.444360757,0.02518494039,Y,protein HEXIM-like [Orbicella faveolata],Protein HEXIM1 OS=Rattus norvegicus GN=Hexim1 PE=1 SV=1,159,-20.92,70.00%,80.00%,20,GO:0005737; GO:0005654; GO:0005634; GO:0097322; GO:0004861; GO:0017069; GO:0002218; GO:0007507; GO:0045087; GO:0045736; GO:0000122; GO:0045892; GO:1901798; GO:0006351,GO:0005737; GO:0005634; GO:0004861; GO:0017069; GO:0000122
Cluster_1473,evm.TU.chromosome_9.213,0.1359186476,0.5790178089,0.9236166316,-1.209139732,0.009023294293,Y,-1.444360757,0.02518494039,Y,protein HEXIM-like [Orbicella faveolata],Protein HEXIM1 OS=Rattus norvegicus GN=Hexim1 PE=1 SV=1,159,-20.92,70.00%,80.00%,20,GO:0005737; GO:0005654; GO:0005634; GO:0097322; GO:0004861; GO:0017069; GO:0002218; GO:0007507; GO:0045087; GO:0045736; GO:0000122; GO:0045892; GO:1901798; GO:0006351,GO:0005737; GO:0005634; GO:0004861; GO:0017069; GO:0000122
Cluster_1473,evm.TU.chromosome_9.213,0.1359186476,0.5790178089,0.9236166316,-1.58383755,0.0001072442104,Y,-1.444360757,0.02518494039,Y,protein HEXIM-like [Orbicella faveolata],Protein HEXIM1 OS=Rattus norvegicus GN=Hexim1 PE=1 SV=1,159,-20.92,70.00%,80.00%,20,GO:0005737; GO:0005654; GO:0005634; GO:0097322; GO:0004861; GO:0017069; GO:0002218; GO:0007507; GO:0045087; GO:0045736; GO:0000122; GO:0045892; GO:1901798; GO:0006351,GO:0005737; GO:0005634; GO:0004861; GO:0017069; GO:0000122
Cluster_4640,evm.TU.chromosome_2.197,0.6030178304,0.006275332133,0.3056167419,1.042677937,0.04246019887,Y,1.482947692,0.04030504797,Y,protein SHQ1 homolog [Orbicella faveolata],Protein SHQ1 homolog OS=Xenopus tropicalis GN=shq1 PE=2 SV=1,156,-21.16,75.00%,80.00%,20,GO:0005737; GO:0005829; GO:0005654; GO:0051082; GO:0000493; GO:0022618,
Cluster_4640,evm.TU.chromosome_2.197,0.6030178304,0.006275332133,0.3056167419,1.042677937,0.04246019887,Y,1.31187539,0.03794629001,Y,protein SHQ1 homolog [Orbicella faveolata],Protein SHQ1 homolog OS=Xenopus tropicalis GN=shq1 PE=2 SV=1,156,-21.16,75.00%,80.00%,20,GO:0005737; GO:0005829; GO:0005654; GO:0051082; GO:0000493; GO:0022618,
Cluster_4640,evm.TU.chromosome_2.197,0.6030178304,0.006275332133,0.3056167419,1.042677937,0.04246019887,Y,1.86456531,0.0009935024121,Y,protein SHQ1 homolog [Orbicella faveolata],Protein SHQ1 homolog OS=Xenopus tropicalis GN=shq1 PE=2 SV=1,156,-21.16,75.00%,80.00%,20,GO:0005737; GO:0005829; GO:0005654; GO:0051082; GO:0000493; GO:0022618,
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.25905398,0.007235580526,Y,-1.437524244,0.021421493,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.25905398,0.007235580526,Y,-2.100507785,1.31E-05,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.25905398,0.007235580526,Y,-1.905729285,0.0001233001626,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.854430212,2.57E-05,Y,-1.437524244,0.021421493,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.854430212,2.57E-05,Y,-2.100507785,1.31E-05,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.854430212,2.57E-05,Y,-1.905729285,0.0001233001626,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.33988636,0.001031618283,Y,-1.437524244,0.021421493,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.33988636,0.001031618283,Y,-2.100507785,1.31E-05,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_3037,evm.TU.chromosome_8.1710,0.7238512153,0.0004589265482,0.1158908481,-2.33988636,0.001031618283,Y,-1.905729285,0.0001233001626,Y,interferon regulatory factor 2-like isoform X2 [Orbicella faveolata],Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1,171,-24.38,77.78%,88.89%,18,GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607,GO:0044212
Cluster_1453,evm.TU.chromosome_12.1282,0.4185802259,0.07448438918,0.6326857525,-1.262793049,0.01130189604,Y,-2.11084247,0.007967319116,Y,ankycorbin-like [Orbicella faveolata],Ankyrin repeat domain-containing protein 63 OS=Mus musculus GN=Ankrd63 PE=1 SV=1,157,-21.49,77.78%,77.78%,18,,
Cluster_1453,evm.TU.chromosome_12.1282,0.4185802259,0.07448438918,0.6326857525,-1.262793049,0.01130189604,Y,-1.916046631,0.003977191821,Y,ankycorbin-like [Orbicella faveolata],Ankyrin repeat domain-containing protein 63 OS=Mus musculus GN=Ankrd63 PE=1 SV=1,157,-21.49,77.78%,77.78%,18,,
Cluster_1453,evm.TU.chromosome_12.1282,0.4185802259,0.07448438918,0.6326857525,-1.262793049,0.01130189604,Y,-2.296175267,0.0001233001626,Y,ankycorbin-like [Orbicella faveolata],Ankyrin repeat domain-containing protein 63 OS=Mus musculus GN=Ankrd63 PE=1 SV=1,157,-21.49,77.78%,77.78%,18,,
Cluster_1452,evm.TU.chromosome_13.3827,0.05125649138,0.8349242971,0.9758217629,6.726355341,0.004692683857,Y,-1.910818382,0.03487820213,Y,hypothetical protein AC249_AIPGENE17649 [Exaiptasia pallida],NA,172,-25.17,73.68%,89.47%,19,NA,NA
Cluster_2003,evm.TU.chromosome_6.2283,0.07988942347,0.7450985521,0.9597864993,-2.756367481,0.04674348123,Y,-2.084022573,0.008928651577,Y,hemicentin-1-like [Stylophora pistillata],Angiopoietin-related protein 7 OS=Homo sapiens GN=ANGPTL7 PE=1 SV=1,147,-21.42,65.00%,70.00%,20,GO:0005576; GO:0006979,
Cluster_2003,evm.TU.chromosome_6.2283,0.07988942347,0.7450985521,0.9597864993,-2.756367481,0.04674348123,Y,-1.807889724,0.01372151167,Y,hemicentin-1-like [Stylophora pistillata],Angiopoietin-related protein 7 OS=Homo sapiens GN=ANGPTL7 PE=1 SV=1,147,-21.42,65.00%,70.00%,20,GO:0005576; GO:0006979,
Cluster_3037,evm.TU.chromosome_12.926,-0.4610701396,0.04693570846,0.5637478184,2.04423661,1.74E-07,Y,-1.437524244,0.021421493,Y,protein FAM136A-like [Orbicella faveolata],Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1,171,-25.74,83.33%,83.33%,18,GO:0005737; GO:0005739,
Cluster_3037,evm.TU.chromosome_12.926,-0.4610701396,0.04693570846,0.5637478184,2.04423661,1.74E-07,Y,-2.100507785,1.31E-05,Y,protein FAM136A-like [Orbicella faveolata],Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1,171,-25.74,83.33%,83.33%,18,GO:0005737; GO:0005739,
Cluster_3037,evm.TU.chromosome_12.926,-0.4610701396,0.04693570846,0.5637478184,2.04423661,1.74E-07,Y,-1.905729285,0.0001233001626,Y,protein FAM136A-like [Orbicella faveolata],Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1,171,-25.74,83.33%,83.33%,18,GO:0005737; GO:0005739,
Cluster_3037,evm.TU.chromosome_12.926,-0.4610701396,0.04693570846,0.5637478184,1.530904916,0.0004054363691,Y,-1.437524244,0.021421493,Y,protein FAM136A-like [Orbicella faveolata],Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1,171,-25.74,83.33%,83.33%,18,GO:0005737; GO:0005739,
Cluster_3037,evm.TU.chromosome_12.926,-0.4610701396,0.04693570846,0.5637478184,1.530904916,0.0004054363691,Y,-2.100507785,1.31E-05,Y,protein FAM136A-like [Orbicella faveolata],Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1,171,-25.74,83.33%,83.33%,18,GO:0005737; GO:0005739,
Cluster_3037,evm.TU.chromosome_12.926,-0.4610701396,0.04693570846,0.5637478184,1.530904916,0.0004054363691,Y,-1.905729285,0.0001233001626,Y,protein FAM136A-like [Orbicella faveolata],Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1,171,-25.74,83.33%,83.33%,18,GO:0005737; GO:0005739,
Cluster_1453,evm.TU.chromosome_13.3239,0.435860483,0.06212178947,0.605355482,-0.8228468507,0.03571870186,Y,-2.11084247,0.007967319116,Y,"spectrin alpha chain, non-erythrocytic 1-like [Orbicella faveolata]","Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus GN=Sptan1 PE=1 SV=2",163,-23.01,71.43%,80.95%,21,GO:0030863; GO:0032437; GO:0005829; GO:0070062; GO:1903561; GO:0005916; GO:0016328; GO:0016020; GO:0043209; GO:0033270; GO:0005886; GO:0043234; GO:0008091; GO:0030018; GO:0003779; GO:0045296; GO:0005509; GO:0005516; GO:0032403; GO:0046982; GO:0047485; GO:0030507; GO:0019905; GO:0031532; GO:0051693,GO:0005509
Cluster_1453,evm.TU.chromosome_13.3239,0.435860483,0.06212178947,0.605355482,-0.8228468507,0.03571870186,Y,-1.916046631,0.003977191821,Y,"spectrin alpha chain, non-erythrocytic 1-like [Orbicella faveolata]","Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus GN=Sptan1 PE=1 SV=2",163,-23.01,71.43%,80.95%,21,GO:0030863; GO:0032437; GO:0005829; GO:0070062; GO:1903561; GO:0005916; GO:0016328; GO:0016020; GO:0043209; GO:0033270; GO:0005886; GO:0043234; GO:0008091; GO:0030018; GO:0003779; GO:0045296; GO:0005509; GO:0005516; GO:0032403; GO:0046982; GO:0047485; GO:0030507; GO:0019905; GO:0031532; GO:0051693,GO:0005509
Cluster_1453,evm.TU.chromosome_13.3239,0.435860483,0.06212178947,0.605355482,-0.8228468507,0.03571870186,Y,-2.296175267,0.0001233001626,Y,"spectrin alpha chain, non-erythrocytic 1-like [Orbicella faveolata]","Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus GN=Sptan1 PE=1 SV=2",163,-23.01,71.43%,80.95%,21,GO:0030863; GO:0032437; GO:0005829; GO:0070062; GO:1903561; GO:0005916; GO:0016328; GO:0016020; GO:0043209; GO:0033270; GO:0005886; GO:0043234; GO:0008091; GO:0030018; GO:0003779; GO:0045296; GO:0005509; GO:0005516; GO:0032403; GO:0046982; GO:0047485; GO:0030507; GO:0019905; GO:0031532; GO:0051693,GO:0005509
Cluster_4831,evm.TU.chromosome_9.823,0.5118995934,0.02505701573,0.4739403541,-0.8869754769,0.03974376781,Y,-1.780872401,0.01191674926,Y,LOW QUALITY PROTEIN: sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata],Sodium- and chloride-dependent GABA transporter 2 OS=Mus musculus GN=Slc6a13 PE=1 SV=1,159,-20.51,72.73%,72.73%,22,GO:0005887; GO:0005332; GO:0005215,GO:0016021; GO:0005328
Cluster_4831,evm.TU.chromosome_9.823,0.5118995934,0.02505701573,0.4739403541,-0.8791634139,0.0373944391,Y,-1.780872401,0.01191674926,Y,LOW QUALITY PROTEIN: sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata],Sodium- and chloride-dependent GABA transporter 2 OS=Mus musculus GN=Slc6a13 PE=1 SV=1,159,-20.51,72.73%,72.73%,22,GO:0005887; GO:0005332; GO:0005215,GO:0016021; GO:0005328
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.535856828,0.001099403543,Y,-2.11084247,0.007967319116,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.535856828,0.001099403543,Y,-1.916046631,0.003977191821,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.535856828,0.001099403543,Y,-2.296175267,0.0001233001626,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.559726017,0.0008535226842,Y,-2.11084247,0.007967319116,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.559726017,0.0008535226842,Y,-1.916046631,0.003977191821,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.559726017,0.0008535226842,Y,-2.296175267,0.0001233001626,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.670617433,0.0003623631349,Y,-2.11084247,0.007967319116,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.670617433,0.0003623631349,Y,-1.916046631,0.003977191821,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_9.1566,0.229886011,0.343747587,0.8522090006,-2.670617433,0.0003623631349,Y,-2.296175267,0.0001233001626,Y,heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata],Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2,155,-22.81,77.78%,83.33%,18,GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477,GO:0008146
Cluster_1453,evm.TU.chromosome_4.1956,-0.2867315052,0.2339764027,0.7986251643,3.937363795,0.000160822286,Y,-2.11084247,0.007967319116,Y,PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera],NA,151,-20.37,70.00%,70.00%,20,NA,
Cluster_1453,evm.TU.chromosome_4.1956,-0.2867315052,0.2339764027,0.7986251643,3.937363795,0.000160822286,Y,-1.916046631,0.003977191821,Y,PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera],NA,151,-20.37,70.00%,70.00%,20,NA,
Cluster_1453,evm.TU.chromosome_4.1956,-0.2867315052,0.2339764027,0.7986251643,3.937363795,0.000160822286,Y,-2.296175267,0.0001233001626,Y,PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera],NA,151,-20.37,70.00%,70.00%,20,NA,
Cluster_1453,evm.TU.chromosome_4.1956,-0.2867315052,0.2339764027,0.7986251643,3.54645494,0.0001422444169,Y,-2.11084247,0.007967319116,Y,PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera],NA,151,-20.37,70.00%,70.00%,20,NA,
Cluster_1453,evm.TU.chromosome_4.1956,-0.2867315052,0.2339764027,0.7986251643,3.54645494,0.0001422444169,Y,-1.916046631,0.003977191821,Y,PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera],NA,151,-20.37,70.00%,70.00%,20,NA,
Cluster_1453,evm.TU.chromosome_4.1956,-0.2867315052,0.2339764027,0.7986251643,3.54645494,0.0001422444169,Y,-2.296175267,0.0001233001626,Y,PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera],NA,151,-20.37,70.00%,70.00%,20,NA,
