gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
Pocillopora_meandrina_HIv1___RNAseq.g29501.t1,GO:0034752,cytosolic aryl hydrocarbon receptor complex,2,1,0.01,0.00635,Cellular Components,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g29501.t1::Pocillopora_meandrina_HIv1___Sc0000017:6616137-6617137,182,-23.33,2 19,763 783,17,94.12%,94.12%,0.5,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g29501.t1,GO:0034753,nuclear aryl hydrocarbon receptor complex,3,1,0.01,0.00951,Cellular Components,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g29501.t1::Pocillopora_meandrina_HIv1___Sc0000017:6616137-6617137,182,-23.33,2 19,763 783,17,94.12%,94.12%,0.3333333333,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g29501.t1,GO:0001094,TFIID-class transcription factor complex binding,8,1,0.03,0.0284,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g29501.t1::Pocillopora_meandrina_HIv1___Sc0000017:6616137-6617137,182,-23.33,2 19,763 783,17,94.12%,94.12%,0.125,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g26466.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g26466.t1::Pocillopora_meandrina_HIv1___Sc0000014:7079719-7080719,155,-20.66,2 20,548 566,18,77.78%,83.33%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g26468.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g26468.t1::Pocillopora_meandrina_HIv1___Sc0000014:7116758-7117758,155,-20.66,2 20,548 566,18,77.78%,83.33%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g1551.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g1551.t1::Pocillopora_meandrina_HIv1___Sc0000031:3611054-3612054,162,-22.16,2 20,540 564,22,72.73%,77.27%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g22764.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g22764.t1::Pocillopora_meandrina_HIv1___Sc0000000:21021785-21022753,165,-21.69,2 20,349 368,18,77.78%,88.89%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g26471.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g26471.t1::Pocillopora_meandrina_HIv1___Sc0000014:7181883-7182883,155,-20.66,2 20,548 566,18,77.78%,83.33%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g21320.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g21320.t1::Pocillopora_meandrina_HIv1___Sc0000000:3877314-3878314,158,-20.12,2 20,409 430,19,73.68%,78.95%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g1552.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g1552.t1::Pocillopora_meandrina_HIv1___Sc0000031:3617678-3618678,162,-22.16,2 20,540 564,22,72.73%,77.27%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g1554.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g1554.t1::Pocillopora_meandrina_HIv1___Sc0000031:3635764-3636764,162,-22.16,2 20,761 785,22,72.73%,77.27%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g15524.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g15524.t1::Pocillopora_meandrina_HIv1___Sc0000003:4185706-4186706,163,-20.06,2 20,306 326,18,72.22%,83.33%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g9878.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g9878.t1::Pocillopora_meandrina_HIv1___Sc0000012:4766602-4767602,157,-21.46,2 20,779 798,18,77.78%,77.78%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g9187.t2,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___TS.g9187.t2::Pocillopora_meandrina_HIv1___Sc0000030:3980879-3981879,165,-23.16,2 20,661 684,21,76.19%,85.71%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g29694.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g29694.t1::Pocillopora_meandrina_HIv1___Sc0000038:124292-125292,166,-21.37,2 20,508 531,21,76.19%,80.95%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g26470.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g26470.t1::Pocillopora_meandrina_HIv1___Sc0000014:7159512-7160512,155,-20.66,2 20,708 726,18,77.78%,83.33%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g21939.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g21939.t1::Pocillopora_meandrina_HIv1___Sc0000000:10697212-10698212,173,-20.17,2 18,420 440,16,87.50%,93.75%,0.004588910134,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g3632.t1,GO:0046872,metal ion binding,5230,24,18.79,0.03215,Molecular Functions,mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g3632.t1::Pocillopora_meandrina_HIv1___Sc0000013:7381531-7381900,154,-20.41,2 17,7 29,17,76.47%,88.24%,0.004588910134,Pocillopora tuahiniensis
LOC114954850,GO:0006707,cholesterol catabolic process,10,1,0.02,0.00089,Biological Processes,mir-2025,ID=gene-LOC114954850;Dbxref=GeneID:114954850;Name=LOC114954850;gbkey=Gene;gene=LOC114954850;gene_biotype=protein_coding::NC_058078.1:7917651-7918651,179,-22.58,2 22,376 397,20,85.00%,90.00%,0.1,Acropora pulchra
LOC114957103,GO:0060982,coronary artery morphogenesis,8,1,0.02,0.00071,Biological Processes,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.125,Acropora pulchra
LOC114947523,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114947523;Dbxref=GeneID:114947523;Name=LOC114947523;gbkey=Gene;gene=LOC114947523;gene_biotype=protein_coding::NW_025322654.1:290136-291136,159,-20.73,2 17,678 701,16,81.25%,87.50%,0.002110340669,Acropora pulchra
LOC114947523,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114947523;Dbxref=GeneID:114947523;Name=LOC114947523;gbkey=Gene;gene=LOC114947523;gene_biotype=protein_coding::NW_025322654.1:290136-291136,159,-20.73,2 17,678 701,16,81.25%,87.50%,0.002110340669,Acropora pulchra
LOC114947378,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002110340669,Acropora pulchra
LOC114947378,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002156439914,Acropora pulchra
LOC114947378,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002110340669,Acropora pulchra
LOC114947378,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002156439914,Acropora pulchra
LOC114947378,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002110340669,Acropora pulchra
LOC114947378,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002156439914,Acropora pulchra
LOC114947378,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002110340669,Acropora pulchra
LOC114947378,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002156439914,Acropora pulchra
LOC114947378,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002110340669,Acropora pulchra
LOC114947378,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114947378;Dbxref=GeneID:114947378;Name=LOC114947378;gbkey=Gene;gene=LOC114947378;gene_biotype=protein_coding::NC_058071.1:10327576-10328290,162,-20.99,2 22,592 614,21,76.19%,80.95%,0.002156439914,Acropora pulchra
LOC114954850,GO:0005789,endoplasmic reticulum membrane,822,2,1.8,0.00277,Cellular Components,mir-2025,ID=gene-LOC114954850;Dbxref=GeneID:114954850;Name=LOC114954850;gbkey=Gene;gene=LOC114954850;gene_biotype=protein_coding::NC_058078.1:7917651-7918651,179,-22.58,2 22,376 397,20,85.00%,90.00%,0.002433090024,Acropora pulchra
LOC114954850,GO:0098793,presynapse,649,2,1.42,0.0228,Cellular Components,mir-2025,ID=gene-LOC114954850;Dbxref=GeneID:114954850;Name=LOC114954850;gbkey=Gene;gene=LOC114954850;gene_biotype=protein_coding::NC_058078.1:7917651-7918651,179,-22.58,2 22,376 397,20,85.00%,90.00%,0.003081664099,Acropora pulchra
LOC114954850,GO:0098794,postsynapse,694,2,1.52,0.01877,Cellular Components,mir-2025,ID=gene-LOC114954850;Dbxref=GeneID:114954850;Name=LOC114954850;gbkey=Gene;gene=LOC114954850;gene_biotype=protein_coding::NC_058078.1:7917651-7918651,179,-22.58,2 22,376 397,20,85.00%,90.00%,0.00288184438,Acropora pulchra
LOC114955205,GO:0005737,cytoplasm,11097,19,24.33,1.50E-06,Cellular Components,mir-2025,ID=gene-LOC114955205;Dbxref=GeneID:114955205;Name=LOC114955205;gbkey=Gene;gene=LOC114955205;gene_biotype=protein_coding::NW_025323236.1:15734-16734,155,-20.02,2 22,60 86,24,66.67%,75.00%,0.001712174462,Acropora pulchra
LOC114956498,GO:0000139,Golgi membrane,538,3,1.18,1.90E-05,Cellular Components,mir-2025,ID=gene-LOC114956498;Dbxref=GeneID:114956498;Name=LOC114956498;gbkey=Gene;gene=LOC114956498;gene_biotype=protein_coding::NC_058079.1:16082801-16083801,146,-23.92,2 21,649 675,23,65.22%,69.57%,0.005576208178,Acropora pulchra
LOC114956498,GO:0000139,Golgi membrane,538,3,1.18,1.90E-05,Cellular Components,mir-2025,ID=gene-LOC114956498;Dbxref=GeneID:114956498;Name=LOC114956498;gbkey=Gene;gene=LOC114956498;gene_biotype=protein_coding::NC_058079.1:16082801-16083801,146,-23.92,2 21,649 675,23,65.22%,69.57%,0.005576208178,Acropora pulchra
LOC114956774,GO:0005634,nucleus,5878,7,12.89,0.00016,Cellular Components,mir-2025,ID=gene-LOC114956774;Dbxref=GeneID:114956774;Name=LOC114956774;gbkey=Gene;gene=LOC114956774;gene_biotype=protein_coding::NW_025322788.1:342400-343400,151,-20.52,2 13,737 760,12,91.67%,91.67%,0.001190881252,Acropora pulchra
LOC114956774,GO:0005634,nucleus,5878,7,12.89,0.00016,Cellular Components,mir-2025,ID=gene-LOC114956774;Dbxref=GeneID:114956774;Name=LOC114956774;gbkey=Gene;gene=LOC114956774;gene_biotype=protein_coding::NW_025322788.1:342400-343400,151,-20.52,2 13,737 760,12,91.67%,91.67%,0.001190881252,Acropora pulchra
LOC114957103,GO:0000139,Golgi membrane,538,3,1.18,1.90E-05,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.005576208178,Acropora pulchra
LOC114957103,GO:0005576,extracellular region,2551,6,5.59,0.00012,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.002352018816,Acropora pulchra
LOC114957103,GO:0005634,nucleus,5878,7,12.89,0.00016,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.001190881252,Acropora pulchra
LOC114957103,GO:0005654,nucleoplasm,2145,2,4.7,0.01746,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.0009324009324,Acropora pulchra
LOC114957103,GO:0005737,cytoplasm,11097,19,24.33,1.50E-06,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.001712174462,Acropora pulchra
LOC114957103,GO:0005789,endoplasmic reticulum membrane,822,2,1.8,0.00277,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.002433090024,Acropora pulchra
LOC114957103,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.002110340669,Acropora pulchra
LOC114957103,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.002156439914,Acropora pulchra
LOC114957103,GO:0098685,Schaffer collateral - CA1 synapse,129,1,0.28,0.01208,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.007751937984,Acropora pulchra
LOC114957103,GO:0098839,postsynaptic density membrane,79,1,0.17,0.00742,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.01265822785,Acropora pulchra
LOC114957103,GO:0098978,glutamatergic synapse,474,1,1.04,0.04371,Cellular Components,mir-2025,ID=gene-LOC114957103;Dbxref=GeneID:114957103;Name=LOC114957103;gbkey=Gene;gene=LOC114957103;gene_biotype=protein_coding::NC_058076.1:14062980-14063980,166,-20.17,2 22,929 954,23,78.26%,82.61%,0.002109704641,Acropora pulchra
LOC114957935,GO:0000139,Golgi membrane,538,3,1.18,1.90E-05,Cellular Components,mir-2025,ID=gene-LOC114957935;Dbxref=GeneID:114957935;Name=LOC114957935;gbkey=Gene;gene=LOC114957935;gene_biotype=protein_coding::NC_058070.1:5698352-5699239,162,-22.54,2 16,797 821,16,87.50%,87.50%,0.005576208178,Acropora pulchra
LOC114957935,GO:0005768,endosome,921,2,2.02,0.04422,Cellular Components,mir-2025,ID=gene-LOC114957935;Dbxref=GeneID:114957935;Name=LOC114957935;gbkey=Gene;gene=LOC114957935;gene_biotype=protein_coding::NC_058070.1:5698352-5699239,162,-22.54,2 16,797 821,16,87.50%,87.50%,0.00217155266,Acropora pulchra
LOC114957935,GO:0005901,caveola,99,1,0.22,0.00929,Cellular Components,mir-2025,ID=gene-LOC114957935;Dbxref=GeneID:114957935;Name=LOC114957935;gbkey=Gene;gene=LOC114957935;gene_biotype=protein_coding::NC_058070.1:5698352-5699239,162,-22.54,2 16,797 821,16,87.50%,87.50%,0.0101010101,Acropora pulchra
LOC114958275,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114958275;Dbxref=GeneID:114958275;Name=LOC114958275;gbkey=Gene;gene=LOC114958275;gene_biotype=protein_coding::NC_058068.1:17030561-17031277,172,-22.78,2 21,122 144,19,73.68%,89.47%,0.002156439914,Acropora pulchra
LOC114958275,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114958275;Dbxref=GeneID:114958275;Name=LOC114958275;gbkey=Gene;gene=LOC114958275;gene_biotype=protein_coding::NC_058068.1:17030561-17031277,172,-22.78,2 21,122 144,19,73.68%,89.47%,0.002156439914,Acropora pulchra
LOC114958276,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114958276;Dbxref=GeneID:114958276;Name=LOC114958276;gbkey=Gene;gene=LOC114958276;gene_biotype=protein_coding::NC_058068.1:17030561-17031277,172,-22.78,2 21,122 144,19,73.68%,89.47%,0.002110340669,Acropora pulchra
LOC114959260,GO:0005576,extracellular region,2551,6,5.59,0.00012,Cellular Components,mir-2025,ID=gene-LOC114959260;Dbxref=GeneID:114959260;Name=LOC114959260;gbkey=Gene;gene=LOC114959260;gene_biotype=protein_coding::NC_058077.1:22603529-22604529,163,-21.28,2 22,245 266,20,70.00%,85.00%,0.002352018816,Acropora pulchra
LOC114959260,GO:0034451,centriolar satellite,207,1,0.45,0.01932,Cellular Components,mir-2025,ID=gene-LOC114959260;Dbxref=GeneID:114959260;Name=LOC114959260;gbkey=Gene;gene=LOC114959260;gene_biotype=protein_coding::NC_058077.1:22603529-22604529,163,-21.28,2 22,245 266,20,70.00%,85.00%,0.004830917874,Acropora pulchra
LOC114960260,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114960260;Dbxref=GeneID:114960260;Name=LOC114960260;gbkey=Gene;gene=LOC114960260;gene_biotype=protein_coding::NC_058067.1:24187264-24188264,172,-24.1,2 22,638 662,22,72.73%,86.36%,0.002110340669,Acropora pulchra
LOC114960260,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114960260;Dbxref=GeneID:114960260;Name=LOC114960260;gbkey=Gene;gene=LOC114960260;gene_biotype=protein_coding::NC_058067.1:24187264-24188264,172,-24.1,2 22,638 662,22,72.73%,86.36%,0.002156439914,Acropora pulchra
LOC114960260,GO:0030424,axon,763,3,1.67,5.40E-05,Cellular Components,mir-2025,ID=gene-LOC114960260;Dbxref=GeneID:114960260;Name=LOC114960260;gbkey=Gene;gene=LOC114960260;gene_biotype=protein_coding::NC_058067.1:24187264-24188264,172,-24.1,2 22,638 662,22,72.73%,86.36%,0.003931847969,Acropora pulchra
LOC114960260,GO:0030672,synaptic vesicle membrane,127,1,0.28,0.0119,Cellular Components,mir-2025,ID=gene-LOC114960260;Dbxref=GeneID:114960260;Name=LOC114960260;gbkey=Gene;gene=LOC114960260;gene_biotype=protein_coding::NC_058067.1:24187264-24188264,172,-24.1,2 22,638 662,22,72.73%,86.36%,0.007874015748,Acropora pulchra
LOC114960260,GO:0042734,presynaptic membrane,223,1,0.49,0.0208,Cellular Components,mir-2025,ID=gene-LOC114960260;Dbxref=GeneID:114960260;Name=LOC114960260;gbkey=Gene;gene=LOC114960260;gene_biotype=protein_coding::NC_058067.1:24187264-24188264,172,-24.1,2 22,638 662,22,72.73%,86.36%,0.004484304933,Acropora pulchra
LOC114960260,GO:0045202,synapse,1552,4,3.4,0.03132,Cellular Components,mir-2025,ID=gene-LOC114960260;Dbxref=GeneID:114960260;Name=LOC114960260;gbkey=Gene;gene=LOC114960260;gene_biotype=protein_coding::NC_058067.1:24187264-24188264,172,-24.1,2 22,638 662,22,72.73%,86.36%,0.002577319588,Acropora pulchra
LOC114961206,GO:0045202,synapse,1552,4,3.4,0.03132,Cellular Components,mir-2025,ID=gene-LOC114961206;Dbxref=GeneID:114961206;Name=LOC114961206;gbkey=Gene;gene=LOC114961206;gene_biotype=protein_coding::NC_058074.1:206575-206915,152,-20.03,2 22,70 96,24,62.50%,70.83%,0.002577319588,Acropora pulchra
LOC114961656,GO:0005737,cytoplasm,11097,19,24.33,1.50E-06,Cellular Components,mir-2025,ID=gene-LOC114961656;Dbxref=GeneID:114961656;Name=LOC114961656;gbkey=Gene;gene=LOC114961656;gene_biotype=protein_coding::NW_025322644.1:386256-386726,156,-20.01,2 22,169 196,25,64.00%,72.00%,0.001712174462,Acropora pulchra
LOC114961656,GO:0005813,centrosome,958,3,2.1,0.00218,Cellular Components,mir-2025,ID=gene-LOC114961656;Dbxref=GeneID:114961656;Name=LOC114961656;gbkey=Gene;gene=LOC114961656;gene_biotype=protein_coding::NW_025322644.1:386256-386726,156,-20.01,2 22,169 196,25,64.00%,72.00%,0.003131524008,Acropora pulchra
LOC114961656,GO:0005737,cytoplasm,11097,19,24.33,1.50E-06,Cellular Components,mir-2025,ID=gene-LOC114961656;Dbxref=GeneID:114961656;Name=LOC114961656;gbkey=Gene;gene=LOC114961656;gene_biotype=protein_coding::NW_025322644.1:386256-386726,156,-20.01,2 22,169 196,25,64.00%,72.00%,0.001712174462,Acropora pulchra
LOC114961656,GO:0005813,centrosome,958,3,2.1,0.00218,Cellular Components,mir-2025,ID=gene-LOC114961656;Dbxref=GeneID:114961656;Name=LOC114961656;gbkey=Gene;gene=LOC114961656;gene_biotype=protein_coding::NW_025322644.1:386256-386726,156,-20.01,2 22,169 196,25,64.00%,72.00%,0.003131524008,Acropora pulchra
LOC114967946,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114967946;Dbxref=GeneID:114967946;Name=LOC114967946;gbkey=Gene;gene=LOC114967946;gene_biotype=protein_coding::NW_025322617.1:931904-932904,163,-23.49,2 22,502 523,20,70.00%,85.00%,0.002156439914,Acropora pulchra
LOC114967946,GO:0005886,plasma membrane,5101,11,11.19,4.00E-07,Cellular Components,mir-2025,ID=gene-LOC114967946;Dbxref=GeneID:114967946;Name=LOC114967946;gbkey=Gene;gene=LOC114967946;gene_biotype=protein_coding::NW_025322617.1:931904-932904,163,-23.49,2 22,502 523,20,70.00%,85.00%,0.002156439914,Acropora pulchra
LOC114968955,GO:0005737,cytoplasm,11097,19,24.33,1.50E-06,Cellular Components,mir-2025,ID=gene-LOC114968955;Dbxref=GeneID:114968955;Name=LOC114968955;gbkey=Gene;gene=LOC114968955;gene_biotype=protein_coding::NC_058074.1:4655129-4656129,165,-20.9,2 21,530 550,19,78.95%,84.21%,0.001712174462,Acropora pulchra
LOC114968955,GO:0005829,cytosol,3317,7,7.27,2.30E-08,Cellular Components,mir-2025,ID=gene-LOC114968955;Dbxref=GeneID:114968955;Name=LOC114968955;gbkey=Gene;gene=LOC114968955;gene_biotype=protein_coding::NC_058074.1:4655129-4656129,165,-20.9,2 21,530 550,19,78.95%,84.21%,0.002110340669,Acropora pulchra
LOC114976670,GO:0005634,nucleus,5878,7,12.89,0.00016,Cellular Components,mir-2025,ID=gene-LOC114976670;Dbxref=GeneID:114976670;Name=LOC114976670;gbkey=Gene;gene=LOC114976670;gene_biotype=protein_coding::NC_058077.1:12863521-12864521,171,-21.59,2 21,371 394,20,75.00%,90.00%,0.001190881252,Acropora pulchra
LOC114976670,GO:0030424,axon,763,3,1.67,5.40E-05,Cellular Components,mir-2025,ID=gene-LOC114976670;Dbxref=GeneID:114976670;Name=LOC114976670;gbkey=Gene;gene=LOC114976670;gene_biotype=protein_coding::NC_058077.1:12863521-12864521,171,-21.59,2 21,371 394,20,75.00%,90.00%,0.003931847969,Acropora pulchra
LOC114976670,GO:0005634,nucleus,5878,7,12.89,0.00016,Cellular Components,mir-2025,ID=gene-LOC114976670;Dbxref=GeneID:114976670;Name=LOC114976670;gbkey=Gene;gene=LOC114976670;gene_biotype=protein_coding::NC_058077.1:12863521-12864521,171,-21.59,2 21,371 394,20,75.00%,90.00%,0.001190881252,Acropora pulchra
