gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
Peve_00016215,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-28,ID=Peve_00016215;Name=Peve_00016215;start=1;stop=1;cds_size=447::Porites_evermani_scaffold_227:34205-35205,163,-22.36,2 22,863 889,23,73.91%,78.26%,0.1616888889,Porites evermanni
Peve_00016215,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-5,ID=Peve_00016215;Name=Peve_00016215;start=1;stop=1;cds_size=447::Porites_evermani_scaffold_227:34205-35205,158,-20.06,2 19,161 183,17,76.47%,76.47%,0.1616888889,Porites evermanni
Peve_00016224,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-13,ID=Peve_00016224;Name=Peve_00016224;start=1;stop=1;cds_size=6042::Porites_evermani_scaffold_227:225746-226746,156,-25.51,2 18,174 198,18,72.22%,83.33%,0.1642614601,Porites evermanni
Peve_00016224,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-13,ID=Peve_00016224;Name=Peve_00016224;start=1;stop=1;cds_size=6042::Porites_evermani_scaffold_227:225746-226746,156,-25.51,2 18,174 198,18,72.22%,83.33%,0.1616888889,Porites evermanni
Peve_00016236,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00016236;Name=Peve_00016236;start=1;stop=1;cds_size=426::Porites_evermani_scaffold_227:319765-320765,140,-21.37,2 9,789 811,7,100.00%,100.00%,0.1616888889,Porites evermanni
Peve_00016282,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-33,ID=Peve_00016282;Name=Peve_00016282;start=1;stop=1;cds_size=1128::Porites_evermani_scaffold_2277:49071-50071,151,-20.07,2 21,429 451,20,65.00%,75.00%,0.1616888889,Porites evermanni
Peve_00016282,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-33,ID=Peve_00016282;Name=Peve_00016282;start=1;stop=1;cds_size=1128::Porites_evermani_scaffold_2277:49071-50071,151,-20.07,2 21,782 804,20,65.00%,75.00%,0.1616888889,Porites evermanni
Peve_00016316,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00016316;Name=Peve_00016316;start=1;stop=1;cds_size=1539::Porites_evermani_scaffold_228:281845-282845,158,-25.52,2 22,788 810,21,66.67%,85.71%,0.1642614601,Porites evermanni
Peve_00016349,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-28,ID=Peve_00016349;Name=Peve_00016349;start=1;stop=1;cds_size=405::Porites_evermani_scaffold_2285:28418-29418,161,-20.08,2 20,674 696,18,72.22%,88.89%,0.1875776398,Porites evermanni
Peve_00016389,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-37,ID=Peve_00016389;Name=Peve_00016389;start=1;stop=1;cds_size=1620::Porites_evermani_scaffold_229:35614-36614,162,-23.26,2 20,57 80,20,70.00%,85.00%,0.1642614601,Porites evermanni
Peve_00016404,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-100,ID=Peve_00016404;Name=Peve_00016404;start=1;stop=1;cds_size=582::Porites_evermani_scaffold_229:326122-327122,153,-23.91,2 19,202 224,20,70.00%,75.00%,0.1642614601,Porites evermanni
Peve_00016408,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-18,ID=Peve_00016408;Name=Peve_00016408;start=1;stop=1;cds_size=1632::Porites_evermani_scaffold_2290:18163-19163,168,-22.37,2 21,535 554,19,84.21%,89.47%,0.1642614601,Porites evermanni
Peve_00016493,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-12,ID=Peve_00016493;Name=Peve_00016493;start=1;stop=1;cds_size=1725::Porites_evermani_scaffold_23:536379-537379,149,-20.54,2 20,763 783,18,66.67%,77.78%,0.1748726655,Porites evermanni
Peve_00016493,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-15,ID=Peve_00016493;Name=Peve_00016493;start=1;stop=1;cds_size=1725::Porites_evermani_scaffold_23:536379-537379,146,-21.33,2 21,403 429,23,60.87%,73.91%,0.1748726655,Porites evermanni
Peve_00016493,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-12,ID=Peve_00016493;Name=Peve_00016493;start=1;stop=1;cds_size=1725::Porites_evermani_scaffold_23:536379-537379,149,-20.54,2 20,763 783,18,66.67%,77.78%,0.1875776398,Porites evermanni
Peve_00016493,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-15,ID=Peve_00016493;Name=Peve_00016493;start=1;stop=1;cds_size=1725::Porites_evermani_scaffold_23:536379-537379,146,-21.33,2 21,403 429,23,60.87%,73.91%,0.1875776398,Porites evermanni
Peve_00016604,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-37,ID=Peve_00016604;Name=Peve_00016604;start=1;stop=1;cds_size=1095::Porites_evermani_scaffold_2303:63759-64759,186,-38.36,2 21,426 446,19,94.74%,94.74%,0.1642614601,Porites evermanni
Peve_00016604,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-37,ID=Peve_00016604;Name=Peve_00016604;start=1;stop=1;cds_size=1095::Porites_evermani_scaffold_2303:63759-64759,186,-38.36,2 21,426 446,19,94.74%,94.74%,0.1748726655,Porites evermanni
Peve_00016655,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00016655;Name=Peve_00016655;start=0;stop=1;cds_size=2679::Porites_evermani_scaffold_231:165677-166677,146,-23.2,2 22,564 584,20,65.00%,70.00%,0.1642614601,Porites evermanni
Peve_00016665,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-2,ID=Peve_00016665;Name=Peve_00016665;start=0;stop=0;cds_size=2376::Porites_evermani_scaffold_231:294827-295827,150,-22.22,2 20,832 854,19,68.42%,73.68%,0.1642614601,Porites evermanni
Peve_00016665,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-2,ID=Peve_00016665;Name=Peve_00016665;start=0;stop=0;cds_size=2376::Porites_evermani_scaffold_231:294827-295827,150,-22.22,2 20,832 854,19,68.42%,73.68%,0.1616888889,Porites evermanni
Peve_00016695,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-7,ID=Peve_00016695;Name=Peve_00016695;start=1;stop=0;cds_size=642::Porites_evermani_scaffold_2315:41817-42817,166,-24.53,2 22,862 889,24,75.00%,83.33%,0.1642614601,Porites evermanni
Peve_00016706,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-30,ID=Peve_00016706;Name=Peve_00016706;start=1;stop=1;cds_size=2487::Porites_evermani_scaffold_2316:39564-40564,154,-20.63,2 21,636 659,21,57.14%,90.48%,0.1642614601,Porites evermanni
Peve_00016707,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-2,ID=Peve_00016707;Name=Peve_00016707;start=1;stop=0;cds_size=1503::Porites_evermani_scaffold_2316:49186-50186,158,-26.52,2 21,404 430,24,70.83%,75.00%,0.1642614601,Porites evermanni
Peve_00016820,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-3,ID=Peve_00016820;Name=Peve_00016820;start=1;stop=1;cds_size=846::Porites_evermani_scaffold_233:121285-122285,162,-20.95,2 19,302 323,17,76.47%,82.35%,0.1642614601,Porites evermanni
Peve_00016824,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-28,ID=Peve_00016824;Name=Peve_00016824;start=1;stop=1;cds_size=1431::Porites_evermani_scaffold_233:148952-149952,152,-20.66,2 13,405 428,11,90.91%,90.91%,0.1616888889,Porites evermanni
Peve_00016862,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-2,ID=Peve_00016862;Name=Peve_00016862;start=1;stop=1;cds_size=537::Porites_evermani_scaffold_2332:66055-67055,157,-23.36,2 14,958 979,12,91.67%,91.67%,0.1642614601,Porites evermanni
Peve_00016862,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-2,ID=Peve_00016862;Name=Peve_00016862;start=1;stop=1;cds_size=537::Porites_evermani_scaffold_2332:66055-67055,157,-23.36,2 14,958 979,12,91.67%,91.67%,0.1616888889,Porites evermanni
Peve_00016862,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-2,ID=Peve_00016862;Name=Peve_00016862;start=1;stop=1;cds_size=537::Porites_evermani_scaffold_2332:66055-67055,157,-23.36,2 14,958 979,12,91.67%,91.67%,0.1875776398,Porites evermanni
Peve_00016896,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-28,ID=Peve_00016896;Name=Peve_00016896;start=1;stop=1;cds_size=930::Porites_evermani_scaffold_2338:6273-7273,155,-20.81,2 21,902 927,21,57.14%,85.71%,0.1762114537,Porites evermanni
Peve_00016896,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-37,ID=Peve_00016896;Name=Peve_00016896;start=1;stop=1;cds_size=930::Porites_evermani_scaffold_2338:6273-7273,147,-20.42,2 21,806 833,25,56.00%,72.00%,0.1762114537,Porites evermanni
Peve_00016896,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-28,ID=Peve_00016896;Name=Peve_00016896;start=1;stop=1;cds_size=930::Porites_evermani_scaffold_2338:6273-7273,155,-20.81,2 21,902 927,21,57.14%,85.71%,0.1642614601,Porites evermanni
Peve_00016896,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-37,ID=Peve_00016896;Name=Peve_00016896;start=1;stop=1;cds_size=930::Porites_evermani_scaffold_2338:6273-7273,147,-20.42,2 21,806 833,25,56.00%,72.00%,0.1642614601,Porites evermanni
Peve_00016898,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-4,ID=Peve_00016898;Name=Peve_00016898;start=1;stop=1;cds_size=3261::Porites_evermani_scaffold_2339:45195-46195,159,-21.09,2 22,647 671,22,72.73%,77.27%,0.1762114537,Porites evermanni
Peve_00016898,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-4,ID=Peve_00016898;Name=Peve_00016898;start=1;stop=1;cds_size=3261::Porites_evermani_scaffold_2339:45195-46195,159,-21.09,2 22,647 671,22,72.73%,77.27%,0.1616888889,Porites evermanni
Peve_00016940,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-28,ID=Peve_00016940;Name=Peve_00016940;start=1;stop=1;cds_size=1425::Porites_evermani_scaffold_2341:77731-78731,169,-28.05,2 23,810 836,24,70.83%,79.17%,0.1762114537,Porites evermanni
Peve_00016940,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-28,ID=Peve_00016940;Name=Peve_00016940;start=1;stop=1;cds_size=1425::Porites_evermani_scaffold_2341:77731-78731,169,-28.05,2 23,810 836,24,70.83%,79.17%,0.1642614601,Porites evermanni
Peve_00016940,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-28,ID=Peve_00016940;Name=Peve_00016940;start=1;stop=1;cds_size=1425::Porites_evermani_scaffold_2341:77731-78731,169,-28.05,2 23,810 836,24,70.83%,79.17%,0.1616888889,Porites evermanni
Peve_00016977,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-13,ID=Peve_00016977;Name=Peve_00016977;start=1;stop=1;cds_size=3009::Porites_evermani_scaffold_2347:76954-77954,156,-20.39,2 13,949 971,11,90.91%,100.00%,0.1642614601,Porites evermanni
Peve_00017053,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00017053;Name=Peve_00017053;start=1;stop=1;cds_size=789::Porites_evermani_scaffold_2356:954-1954,147,-25.15,2 22,615 643,26,61.54%,69.23%,0.1616888889,Porites evermanni
Peve_00017141,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-37,ID=Peve_00017141;Name=Peve_00017141;start=0;stop=1;cds_size=363::Porites_evermani_scaffold_2368:76377-77377,146,-21.33,2 16,95 119,17,70.59%,76.47%,0.1642614601,Porites evermanni
Peve_00017212,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-12,ID=Peve_00017212;Name=Peve_00017212;start=0;stop=0;cds_size=2952::Porites_evermani_scaffold_2377:63860-64860,163,-21.32,2 21,344 369,23,69.57%,78.26%,0.1642614601,Porites evermanni
Peve_00017236,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00017236;Name=Peve_00017236;start=1;stop=1;cds_size=417::Porites_evermani_scaffold_238:189471-190471,146,-25.03,2 18,625 645,16,68.75%,81.25%,0.1616888889,Porites evermanni
Peve_00017264,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00017264;Name=Peve_00017264;start=1;stop=1;cds_size=786::Porites_evermani_scaffold_2381:72481-73481,142,-22.76,2 11,364 386,9,88.89%,88.89%,0.1642614601,Porites evermanni
Peve_00017310,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-7,ID=Peve_00017310;Name=Peve_00017310;start=1;stop=1;cds_size=3543::Porites_evermani_scaffold_2389:66241-67241,162,-20.62,2 22,630 651,20,70.00%,85.00%,0.1642614601,Porites evermanni
Peve_00017359,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-17a,ID=Peve_00017359;Name=Peve_00017359;start=1;stop=1;cds_size=975::Porites_evermani_scaffold_2394:13433-14433,169,-21.84,2 21,384 405,20,80.00%,90.00%,0.1642614601,Porites evermanni
Peve_00017359,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-17b,ID=Peve_00017359;Name=Peve_00017359;start=1;stop=1;cds_size=975::Porites_evermani_scaffold_2394:13433-14433,169,-21.84,2 21,384 405,20,80.00%,90.00%,0.1642614601,Porites evermanni
Peve_00017363,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-5,ID=Peve_00017363;Name=Peve_00017363;start=1;stop=1;cds_size=1290::Porites_evermani_scaffold_2395:34083-35083,165,-20.41,2 22,276 298,20,70.00%,80.00%,0.1642614601,Porites evermanni
Peve_00017363,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-5,ID=Peve_00017363;Name=Peve_00017363;start=1;stop=1;cds_size=1290::Porites_evermani_scaffold_2395:34083-35083,165,-20.41,2 22,276 298,20,70.00%,80.00%,0.1748726655,Porites evermanni
Peve_00017363,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-5,ID=Peve_00017363;Name=Peve_00017363;start=1;stop=1;cds_size=1290::Porites_evermani_scaffold_2395:34083-35083,165,-20.41,2 22,276 298,20,70.00%,80.00%,0.1875776398,Porites evermanni
Peve_00017410,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-2,ID=Peve_00017410;Name=Peve_00017410;start=1;stop=1;cds_size=3810::Porites_evermani_scaffold_24:55743-56743,158,-24.1,2 21,219 239,19,68.42%,84.21%,0.1642614601,Porites evermanni
Peve_00017410,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-2,ID=Peve_00017410;Name=Peve_00017410;start=1;stop=1;cds_size=3810::Porites_evermani_scaffold_24:55743-56743,158,-24.1,2 21,219 239,19,68.42%,84.21%,0.1616888889,Porites evermanni
Peve_00017410,GO:0031088,platelet dense granule membrane,57,15,8.81,0.0237,Cellular Components,peve-mir-novel-2,ID=Peve_00017410;Name=Peve_00017410;start=1;stop=1;cds_size=3810::Porites_evermani_scaffold_24:55743-56743,158,-24.1,2 21,219 239,19,68.42%,84.21%,0.2631578947,Porites evermanni
Peve_00017410,GO:0098591,external side of apical plasma membrane,61,15,9.43,0.0419,Cellular Components,peve-mir-novel-2,ID=Peve_00017410;Name=Peve_00017410;start=1;stop=1;cds_size=3810::Porites_evermani_scaffold_24:55743-56743,158,-24.1,2 21,219 239,19,68.42%,84.21%,0.2459016393,Porites evermanni
Peve_00017433,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-7,ID=Peve_00017433;Name=Peve_00017433;start=1;stop=0;cds_size=849::Porites_evermani_scaffold_24:732778-733778,178,-28.74,2 23,766 789,21,76.19%,85.71%,0.1642614601,Porites evermanni
Peve_00017437,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-31,ID=Peve_00017437;Name=Peve_00017437;start=1;stop=1;cds_size=1509::Porites_evermani_scaffold_24:750081-751081,159,-20.09,2 21,115 137,20,70.00%,80.00%,0.1642614601,Porites evermanni
Peve_00017462,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-16,ID=Peve_00017462;Name=Peve_00017462;start=1;stop=1;cds_size=678::Porites_evermani_scaffold_24:180573-181573,170,-23.19,2 20,311 333,19,73.68%,94.74%,0.1642614601,Porites evermanni
Peve_00017462,GO:0035253,ciliary rootlet,10,5,1.55,0.0112,Cellular Components,peve-mir-novel-16,ID=Peve_00017462;Name=Peve_00017462;start=1;stop=1;cds_size=678::Porites_evermani_scaffold_24:180573-181573,170,-23.19,2 20,311 333,19,73.68%,94.74%,0.5,Porites evermanni
Peve_00017509,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-19,ID=Peve_00017509;Name=Peve_00017509;start=1;stop=1;cds_size=3384::Porites_evermani_scaffold_240:329473-330473,167,-20.98,2 21,699 721,20,75.00%,85.00%,0.1642614601,Porites evermanni
Peve_00017540,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-3,ID=Peve_00017540;Name=Peve_00017540;start=0;stop=1;cds_size=1350::Porites_evermani_scaffold_2404:21712-22712,156,-25.69,2 19,770 790,17,76.47%,82.35%,0.1642614601,Porites evermanni
Peve_00017614,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-14a,ID=Peve_00017614;Name=Peve_00017614;start=1;stop=0;cds_size=576::Porites_evermani_scaffold_2411:70746-71746,144,-28.15,2 22,29 61,30,56.67%,63.33%,0.1642614601,Porites evermanni
Peve_00017614,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-14b,ID=Peve_00017614;Name=Peve_00017614;start=1;stop=0;cds_size=576::Porites_evermani_scaffold_2411:70746-71746,144,-28.15,2 22,29 61,30,56.67%,63.33%,0.1642614601,Porites evermanni
Peve_00017663,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-33,ID=Peve_00017663;Name=Peve_00017663;start=1;stop=0;cds_size=807::Porites_evermani_scaffold_2419:73708-74708,195,-35.73,2 20,47 68,18,100.00%,100.00%,0.1616888889,Porites evermanni
Peve_00017734,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-4,ID=Peve_00017734;Name=Peve_00017734;start=1;stop=1;cds_size=1506::Porites_evermani_scaffold_2427:52461-53461,163,-20.06,2 22,627 651,22,72.73%,81.82%,0.1616888889,Porites evermanni
Peve_00017768,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-33,ID=Peve_00017768;Name=Peve_00017768;start=1;stop=1;cds_size=3534::Porites_evermani_scaffold_243:174373-175373,165,-21.27,2 14,114 135,12,100.00%,100.00%,0.1748726655,Porites evermanni
Peve_00017768,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-7,ID=Peve_00017768;Name=Peve_00017768;start=1;stop=1;cds_size=3534::Porites_evermani_scaffold_243:174373-175373,175,-20.43,2 22,529 551,20,85.00%,85.00%,0.1748726655,Porites evermanni
Peve_00017768,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-33,ID=Peve_00017768;Name=Peve_00017768;start=1;stop=1;cds_size=3534::Porites_evermani_scaffold_243:174373-175373,165,-21.27,2 14,114 135,12,100.00%,100.00%,0.1875776398,Porites evermanni
Peve_00017768,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-7,ID=Peve_00017768;Name=Peve_00017768;start=1;stop=1;cds_size=3534::Porites_evermani_scaffold_243:174373-175373,175,-20.43,2 22,529 551,20,85.00%,85.00%,0.1875776398,Porites evermanni
Peve_00017772,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-3,ID=Peve_00017772;Name=Peve_00017772;start=1;stop=1;cds_size=3624::Porites_evermani_scaffold_243:218333-219333,154,-20.36,2 16,743 766,16,81.25%,81.25%,0.1642614601,Porites evermanni
Peve_00017791,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-7,ID=Peve_00017791;Name=Peve_00017791;start=0;stop=1;cds_size=360::Porites_evermani_scaffold_2430:14801-15801,168,-20.11,2 23,948 970,21,76.19%,80.95%,0.1642614601,Porites evermanni
Peve_00017791,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-7,ID=Peve_00017791;Name=Peve_00017791;start=0;stop=1;cds_size=360::Porites_evermani_scaffold_2430:14801-15801,168,-20.11,2 23,948 970,21,76.19%,80.95%,0.1616888889,Porites evermanni
Peve_00017792,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-7,ID=Peve_00017792;Name=Peve_00017792;start=1;stop=1;cds_size=1689::Porites_evermani_scaffold_2430:22085-23085,168,-20.11,2 23,948 970,21,76.19%,80.95%,0.1642614601,Porites evermanni
Peve_00017792,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-7,ID=Peve_00017792;Name=Peve_00017792;start=1;stop=1;cds_size=1689::Porites_evermani_scaffold_2430:22085-23085,168,-20.11,2 23,948 970,21,76.19%,80.95%,0.1616888889,Porites evermanni
Peve_00017803,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-37,ID=Peve_00017803;Name=Peve_00017803;start=1;stop=1;cds_size=972::Porites_evermani_scaffold_2432:18697-19200,158,-21.85,2 19,120 138,17,82.35%,82.35%,0.1642614601,Porites evermanni
Peve_00017803,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-37,ID=Peve_00017803;Name=Peve_00017803;start=1;stop=1;cds_size=972::Porites_evermani_scaffold_2432:18697-19200,158,-21.85,2 19,120 138,17,82.35%,82.35%,0.1616888889,Porites evermanni
Peve_00017834,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-32,ID=Peve_00017834;Name=Peve_00017834;start=1;stop=1;cds_size=2388::Porites_evermani_scaffold_2438:3740-4740,159,-20.47,2 21,625 647,20,70.00%,80.00%,0.1642614601,Porites evermanni
Peve_00017834,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-32,ID=Peve_00017834;Name=Peve_00017834;start=1;stop=1;cds_size=2388::Porites_evermani_scaffold_2438:3740-4740,159,-20.47,2 21,625 647,20,70.00%,80.00%,0.1748726655,Porites evermanni
Peve_00017884,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-24,ID=Peve_00017884;Name=Peve_00017884;start=0;stop=1;cds_size=2514::Porites_evermani_scaffold_2442:32063-33063,155,-20.03,2 12,653 672,10,100.00%,100.00%,0.1642614601,Porites evermanni
Peve_00017887,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00017887;Name=Peve_00017887;start=1;stop=1;cds_size=870::Porites_evermani_scaffold_2443:6521-7521,140,-21.92,2 9,723 745,7,100.00%,100.00%,0.1642614601,Porites evermanni
Peve_00017887,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00017887;Name=Peve_00017887;start=1;stop=1;cds_size=870::Porites_evermani_scaffold_2443:6521-7521,140,-21.92,2 9,723 745,7,100.00%,100.00%,0.1616888889,Porites evermanni
Peve_00017902,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-28,ID=Peve_00017902;Name=Peve_00017902;start=1;stop=0;cds_size=3621::Porites_evermani_scaffold_2445:10895-11895,158,-21.34,2 23,729 752,21,61.90%,76.19%,0.1642614601,Porites evermanni
Peve_00017903,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-14a,ID=Peve_00017903;Name=Peve_00017903;start=0;stop=0;cds_size=3588::Porites_evermani_scaffold_2445:38931-39931,159,-20.37,2 22,221 246,23,73.91%,73.91%,0.1642614601,Porites evermanni
Peve_00017903,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-14b,ID=Peve_00017903;Name=Peve_00017903;start=0;stop=0;cds_size=3588::Porites_evermani_scaffold_2445:38931-39931,159,-20.37,2 22,221 246,23,73.91%,73.91%,0.1642614601,Porites evermanni
Peve_00017903,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-15,ID=Peve_00017903;Name=Peve_00017903;start=0;stop=0;cds_size=3588::Porites_evermani_scaffold_2445:38931-39931,159,-21.41,2 22,221 246,23,73.91%,73.91%,0.1642614601,Porites evermanni
Peve_00017903,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-23,ID=Peve_00017903;Name=Peve_00017903;start=0;stop=0;cds_size=3588::Porites_evermani_scaffold_2445:38931-39931,150,-20.19,2 21,368 395,24,62.50%,75.00%,0.1642614601,Porites evermanni
Peve_00017923,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-33,ID=Peve_00017923;Name=Peve_00017923;start=1;stop=1;cds_size=1629::Porites_evermani_scaffold_245:88969-89969,150,-20.34,2 20,328 352,21,66.67%,71.43%,0.1642614601,Porites evermanni
Peve_00017948,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-1,ID=Peve_00017948;Name=Peve_00017948;start=1;stop=1;cds_size=303::Porites_evermani_scaffold_2450:37033-38033,155,-22.46,2 12,727 748,10,100.00%,100.00%,0.1642614601,Porites evermanni
Peve_00017948,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-1,ID=Peve_00017948;Name=Peve_00017948;start=1;stop=1;cds_size=303::Porites_evermani_scaffold_2450:37033-38033,155,-22.46,2 12,727 748,10,100.00%,100.00%,0.1616888889,Porites evermanni
