miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,score,energy,query_start_end,subject_start_end,total_bp_shared,query_similar,subject_similar,moduleColor,hpf_1,hpf_4,hpf_9,hpf_14,hpf_22,hpf_28,hpf_48,hpf_72,hpf_1.1,hpf_4.1,hpf_9.1,hpf_14.1,hpf_22.1,hpf_28.1,hpf_48.1,hpf_72.1,category,timepoint,count,mean,sd,se,mirna_zscore,mrna_mean_zscore,mrna_sd_zscore,mrna_se_zscore
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g41112.t1,-0.7267412504,0.04112779838,0.1825966771,152,-20.25,2 20,34 58,20,70.00%,80.00%,midnightblue,0.1992222971,0.6899627665,0.2043415911,-0.2708185985,-0.2526198177,-0.3918386414,-0.2526978374,0.109471085,0.2912217371,2.46E-05,0.2787431197,0.1477523849,0.1780360267,0.03223656296,0.1778975366,0.5647130732,Maternal,1_hpf,582.41,9.897231851,0.2375397824,0.1187698912,-0.4611062332,0.9083981125,-0.393998204,-0.393998204
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g41112.t1,-0.7267412504,0.04112779838,0.1825966771,152,-20.25,2 20,34 58,20,70.00%,80.00%,midnightblue,0.1992222971,0.6899627665,0.2043415911,-0.2708185985,-0.2526198177,-0.3918386414,-0.2526978374,0.109471085,0.2912217371,2.46E-05,0.2787431197,0.1477523849,0.1780360267,0.03223656296,0.1778975366,0.5647130732,Maternal,4_hpf,346.14,10.52098806,0.8508413132,0.4254206566,-0.4662733478,1.225044405,1.872919394,1.872919394
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g41112.t1,-0.7267412504,0.04112779838,0.1825966771,152,-20.25,2 20,34 58,20,70.00%,80.00%,midnightblue,0.1992222971,0.6899627665,0.2043415911,-0.2708185985,-0.2526198177,-0.3918386414,-0.2526978374,0.109471085,0.2912217371,2.46E-05,0.2787431197,0.1477523849,0.1780360267,0.03223656296,0.1778975366,0.5647130732,Maternal,9_hpf,4870.92,9.902835091,0.358822338,0.179411169,-0.3673185216,0.9112425653,0.05429280102,0.05429280102
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g41112.t1,-0.7267412504,0.04112779838,0.1825966771,152,-20.25,2 20,34 58,20,70.00%,80.00%,midnightblue,0.1992222971,0.6899627665,0.2043415911,-0.2708185985,-0.2526198177,-0.3918386414,-0.2526978374,0.109471085,0.2912217371,2.46E-05,0.2787431197,0.1477523849,0.1780360267,0.03223656296,0.1778975366,0.5647130732,Maternal,14_hpf,4638.38,9.07326678,0.2796094272,0.1398047136,-0.3724040629,0.490116928,-0.238498155,-0.238498155
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g41112.t1,-0.7267412504,0.04112779838,0.1825966771,152,-20.25,2 20,34 58,20,70.00%,80.00%,midnightblue,0.1992222971,0.6899627665,0.2043415911,-0.2708185985,-0.2526198177,-0.3918386414,-0.2526978374,0.109471085,0.2912217371,2.46E-05,0.2787431197,0.1477523849,0.1780360267,0.03223656296,0.1778975366,0.5647130732,Maternal,22_hpf,28524.25,9.106969927,0.2324500497,0.1162250249,0.1499687626,0.507226139,-0.4128111433,-0.4128111433
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g41112.t1,-0.7267412504,0.04112779838,0.1825966771,152,-20.25,2 20,34 58,20,70.00%,80.00%,midnightblue,0.1992222971,0.6899627665,0.2043415911,-0.2708185985,-0.2526198177,-0.3918386414,-0.2526978374,0.109471085,0.2912217371,2.46E-05,0.2787431197,0.1477523849,0.1780360267,0.03223656296,0.1778975366,0.5647130732,Maternal,28_hpf,17723.74,8.813580139,0.2832102141,0.141605107,-0.08623334876,0.3582884806,-0.2251887357,-0.2251887357
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g41112.t1,-0.7267412504,0.04112779838,0.1825966771,152,-20.25,2 20,34 58,20,70.00%,80.00%,midnightblue,0.1992222971,0.6899627665,0.2043415911,-0.2708185985,-0.2526198177,-0.3918386414,-0.2526978374,0.109471085,0.2912217371,2.46E-05,0.2787431197,0.1477523849,0.1780360267,0.03223656296,0.1778975366,0.5647130732,Maternal,48_hpf,19803.3,9.105184394,0.1837729631,0.09188648155,-0.04075434244,0.506319723,-0.5927339689,-0.5927339689
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g41112.t1,-0.7267412504,0.04112779838,0.1825966771,152,-20.25,2 20,34 58,20,70.00%,80.00%,midnightblue,0.1992222971,0.6899627665,0.2043415911,-0.2708185985,-0.2526198177,-0.3918386414,-0.2526978374,0.109471085,0.2912217371,2.46E-05,0.2787431197,0.1477523849,0.1780360267,0.03223656296,0.1778975366,0.5647130732,Maternal,72_hpf,7546.56,9.747498947,0.1560698203,0.07803491013,-0.308803524,0.8323870545,-0.6951317926,-0.6951317926
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g940.t1,0.8599839634,0.006161907515,0.08306209938,157,-22.47,2 18,668 691,16,68.75%,87.50%,yellow,0.6255602336,0.4202396868,0.3583393958,-0.2468439275,-0.2594876716,-0.2098322328,-0.3668586304,-0.296398735,0.0002184351429,0.02076852607,0.05184344232,0.1885001934,0.16613384,0.2657474057,0.04613790205,0.1117367435,Maternal,1_hpf,183459.52,9.529535658,0.01875480086,0.009377400428,3.538330784,0.7217392302,-1.202682839,-1.202682839
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g940.t1,0.8599839634,0.006161907515,0.08306209938,157,-22.47,2 18,668 691,16,68.75%,87.50%,yellow,0.6255602336,0.4202396868,0.3583393958,-0.2468439275,-0.2594876716,-0.2098322328,-0.3668586304,-0.296398735,0.0002184351429,0.02076852607,0.05184344232,0.1885001934,0.16613384,0.2657474057,0.04613790205,0.1117367435,Maternal,4_hpf,194184.84,9.063724239,0.4757657974,0.2378828987,3.772888525,0.4852727111,0.486545409,0.486545409
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g940.t1,0.8599839634,0.006161907515,0.08306209938,157,-22.47,2 18,668 691,16,68.75%,87.50%,yellow,0.6255602336,0.4202396868,0.3583393958,-0.2468439275,-0.2594876716,-0.2098322328,-0.3668586304,-0.296398735,0.0002184351429,0.02076852607,0.05184344232,0.1885001934,0.16613384,0.2657474057,0.04613790205,0.1117367435,Maternal,9_hpf,181928.88,9.054669229,0.06169078175,0.03084539088,3.504856401,0.4806759868,-1.043980593,-1.043980593
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g940.t1,0.8599839634,0.006161907515,0.08306209938,157,-22.47,2 18,668 691,16,68.75%,87.50%,yellow,0.6255602336,0.4202396868,0.3583393958,-0.2468439275,-0.2594876716,-0.2098322328,-0.3668586304,-0.296398735,0.0002184351429,0.02076852607,0.05184344232,0.1885001934,0.16613384,0.2657474057,0.04613790205,0.1117367435,Maternal,14_hpf,144305.1,7.763520127,0.4807657371,0.2403828685,2.682041898,-0.1747685153,0.5050264509,0.5050264509
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g940.t1,0.8599839634,0.006161907515,0.08306209938,157,-22.47,2 18,668 691,16,68.75%,87.50%,yellow,0.6255602336,0.4202396868,0.3583393958,-0.2468439275,-0.2594876716,-0.2098322328,-0.3668586304,-0.296398735,0.0002184351429,0.02076852607,0.05184344232,0.1885001934,0.16613384,0.2657474057,0.04613790205,0.1117367435,Maternal,22_hpf,83921.33,7.742679,0.2861716784,0.1430858392,1.361477039,-0.185348395,-0.2142424145,-0.2142424145
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g940.t1,0.8599839634,0.006161907515,0.08306209938,157,-22.47,2 18,668 691,16,68.75%,87.50%,yellow,0.6255602336,0.4202396868,0.3583393958,-0.2468439275,-0.2594876716,-0.2098322328,-0.3668586304,-0.296398735,0.0002184351429,0.02076852607,0.05184344232,0.1885001934,0.16613384,0.2657474057,0.04613790205,0.1117367435,Maternal,28_hpf,112494.51,8.054164032,0.60248248,0.30124124,1.986359146,-0.02722478916,0.9549223222,0.9549223222
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g940.t1,0.8599839634,0.006161907515,0.08306209938,157,-22.47,2 18,668 691,16,68.75%,87.50%,yellow,0.6255602336,0.4202396868,0.3583393958,-0.2468439275,-0.2594876716,-0.2098322328,-0.3668586304,-0.296398735,0.0002184351429,0.02076852607,0.05184344232,0.1885001934,0.16613384,0.2657474057,0.04613790205,0.1117367435,Maternal,48_hpf,35486.44,7.471731677,0.2258515771,0.1129257885,0.3022286075,-0.3228932636,-0.4372007675,-0.4372007675
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g940.t1,0.8599839634,0.006161907515,0.08306209938,157,-22.47,2 18,668 691,16,68.75%,87.50%,yellow,0.6255602336,0.4202396868,0.3583393958,-0.2468439275,-0.2594876716,-0.2098322328,-0.3668586304,-0.296398735,0.0002184351429,0.02076852607,0.05184344232,0.1885001934,0.16613384,0.2657474057,0.04613790205,0.1117367435,Maternal,72_hpf,22479.13,7.650615071,0.1959493454,0.09797467269,0.01776481041,-0.2320841251,-0.5477269798,-0.5477269798
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g44170.t1,0.7851176223,0.02097933911,0.1350293078,155,-27.05,2 18,13 30,16,68.75%,93.75%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,1_hpf,86196.85,11.57032199,0.1497473813,0.07487369064,1.411241599,1.757732809,-0.7185011264,-0.7185011264
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g44170.t1,0.7851176223,0.02097933911,0.1350293078,155,-27.05,2 18,13 30,16,68.75%,93.75%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,4_hpf,62651.44,12.16470926,0.8303403023,0.4151701511,0.8963144751,2.059470127,1.797142472,1.797142472
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g44170.t1,0.7851176223,0.02097933911,0.1350293078,155,-27.05,2 18,13 30,16,68.75%,93.75%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,9_hpf,83292.74,11.75491417,0.1962933936,0.09814669679,1.347730069,1.851439982,-0.5464552907,-0.5464552907
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g44170.t1,0.7851176223,0.02097933911,0.1350293078,155,-27.05,2 18,13 30,16,68.75%,93.75%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,14_hpf,56175.91,11.61500275,0.1304748068,0.0652374034,0.7546976572,1.780414745,-0.7897374368,-0.7897374368
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g44170.t1,0.7851176223,0.02097933911,0.1350293078,155,-27.05,2 18,13 30,16,68.75%,93.75%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,22_hpf,33928.84,10.21760299,0.2878647543,0.1439323772,0.2681646226,1.071032698,-0.2079843776,-0.2079843776
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g44170.t1,0.7851176223,0.02097933911,0.1350293078,155,-27.05,2 18,13 30,16,68.75%,93.75%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,28_hpf,39548.85,10.30247616,0.5665000494,0.2832500247,0.3910716176,1.11411808,0.8219221566,0.8219221566
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g44170.t1,0.7851176223,0.02097933911,0.1350293078,155,-27.05,2 18,13 30,16,68.75%,93.75%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,48_hpf,36815.52,9.982085708,0.2928550574,0.1464275287,0.3312949666,0.9514736904,-0.1895389552,-0.1895389552
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g44170.t1,0.7851176223,0.02097933911,0.1350293078,155,-27.05,2 18,13 30,16,68.75%,93.75%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,72_hpf,51541.43,10.17484721,0.1883582039,0.09417910193,0.6533437433,1.049327971,-0.5757857592,-0.5757857592
Montipora_capitata_HIv3___Scaffold_2_97469,Montipora_capitata_HIv3___RNAseq.g44170.t1,-0.9054758968,0.001964533379,0.056902746,160,-20.08,2 23,721 743,21,71.43%,76.19%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,1_hpf,54746.65,11.57032199,0.1497473813,0.07487369064,0.7234404082,1.757732809,-0.7185011264,-0.7185011264
Montipora_capitata_HIv3___Scaffold_2_97469,Montipora_capitata_HIv3___RNAseq.g44170.t1,-0.9054758968,0.001964533379,0.056902746,160,-20.08,2 23,721 743,21,71.43%,76.19%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,4_hpf,15922.46,12.16470926,0.8303403023,0.4151701511,-0.1256265014,2.059470127,1.797142472,1.797142472
Montipora_capitata_HIv3___Scaffold_2_97469,Montipora_capitata_HIv3___RNAseq.g44170.t1,-0.9054758968,0.001964533379,0.056902746,160,-20.08,2 23,721 743,21,71.43%,76.19%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,9_hpf,31660.98,11.75491417,0.1962933936,0.09814669679,0.2185675832,1.851439982,-0.5464552907,-0.5464552907
Montipora_capitata_HIv3___Scaffold_2_97469,Montipora_capitata_HIv3___RNAseq.g44170.t1,-0.9054758968,0.001964533379,0.056902746,160,-20.08,2 23,721 743,21,71.43%,76.19%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,14_hpf,61845.04,11.61500275,0.1304748068,0.0652374034,0.8786788836,1.780414745,-0.7897374368,-0.7897374368
Montipora_capitata_HIv3___Scaffold_2_97469,Montipora_capitata_HIv3___RNAseq.g44170.t1,-0.9054758968,0.001964533379,0.056902746,160,-20.08,2 23,721 743,21,71.43%,76.19%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,22_hpf,186308.36,10.21760299,0.2878647543,0.1439323772,3.600633584,1.071032698,-0.2079843776,-0.2079843776
Montipora_capitata_HIv3___Scaffold_2_97469,Montipora_capitata_HIv3___RNAseq.g44170.t1,-0.9054758968,0.001964533379,0.056902746,160,-20.08,2 23,721 743,21,71.43%,76.19%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,28_hpf,132415.41,10.30247616,0.5665000494,0.2832500247,2.422019929,1.11411808,0.8219221566,0.8219221566
Montipora_capitata_HIv3___Scaffold_2_97469,Montipora_capitata_HIv3___RNAseq.g44170.t1,-0.9054758968,0.001964533379,0.056902746,160,-20.08,2 23,721 743,21,71.43%,76.19%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,48_hpf,275252.53,9.982085708,0.2928550574,0.1464275287,5.545801057,0.9514736904,-0.1895389552,-0.1895389552
Montipora_capitata_HIv3___Scaffold_2_97469,Montipora_capitata_HIv3___RNAseq.g44170.t1,-0.9054758968,0.001964533379,0.056902746,160,-20.08,2 23,721 743,21,71.43%,76.19%,yellow,0.2485586132,0.5782239506,0.3306663851,0.2658009241,-0.3190876329,-0.332273052,-0.408313396,-0.334682122,0.1853499803,0.00081766536,0.07429943358,0.1557018792,0.08566767226,0.07281878601,0.02508788069,0.07064155731,Maternal,72_hpf,312780.99,10.17484721,0.1883582039,0.09417910193,6.366530957,1.049327971,-0.5757857592,-0.5757857592
Montipora_capitata_HIv3___Scaffold_2_66515,Montipora_capitata_HIv3___TS.g13618.t1,-0.8735494317,0.004587519975,0.07464125323,163,-20.61,2 22,552 574,20,75.00%,80.00%,yellow,0.49882755,0.08655137804,0.4863104507,0.1415753834,-0.3446416186,-0.1826274391,-0.3010707668,-0.3962117027,0.005017680082,0.6492726423,0.006432968184,0.4555092803,0.06217138126,0.3340721722,0.1059371249,0.03019533383,Maternal,1_hpf,0,5.69902817,0.2254765207,0.1127382603,-0.473843268,-1.222796122,-0.4385870707,-0.4385870707
Montipora_capitata_HIv3___Scaffold_2_66515,Montipora_capitata_HIv3___TS.g13618.t1,-0.8735494317,0.004587519975,0.07464125323,163,-20.61,2 22,552 574,20,75.00%,80.00%,yellow,0.49882755,0.08655137804,0.4863104507,0.1415753834,-0.3446416186,-0.1826274391,-0.3010707668,-0.3962117027,0.005017680082,0.6492726423,0.006432968184,0.4555092803,0.06217138126,0.3340721722,0.1059371249,0.03019533383,Maternal,4_hpf,0,4.949762155,0.8219630912,0.4109815456,-0.473843268,-1.603156755,1.766178181,1.766178181
Montipora_capitata_HIv3___Scaffold_2_66515,Montipora_capitata_HIv3___TS.g13618.t1,-0.8735494317,0.004587519975,0.07464125323,163,-20.61,2 22,552 574,20,75.00%,80.00%,yellow,0.49882755,0.08655137804,0.4863104507,0.1415753834,-0.3446416186,-0.1826274391,-0.3010707668,-0.3962117027,0.005017680082,0.6492726423,0.006432968184,0.4555092803,0.06217138126,0.3340721722,0.1059371249,0.03019533383,Maternal,9_hpf,0,5.679618353,0.1024898427,0.05124492133,-0.473843268,-1.232649405,-0.8931769434,-0.8931769434
Montipora_capitata_HIv3___Scaffold_2_66515,Montipora_capitata_HIv3___TS.g13618.t1,-0.8735494317,0.004587519975,0.07464125323,163,-20.61,2 22,552 574,20,75.00%,80.00%,yellow,0.49882755,0.08655137804,0.4863104507,0.1415753834,-0.3446416186,-0.1826274391,-0.3010707668,-0.3962117027,0.005017680082,0.6492726423,0.006432968184,0.4555092803,0.06217138126,0.3340721722,0.1059371249,0.03019533383,Maternal,14_hpf,0,5.020048254,0.2809878627,0.1404939314,-0.473843268,-1.567476416,-0.2334031084,-0.2334031084
Montipora_capitata_HIv3___Scaffold_2_66515,Montipora_capitata_HIv3___TS.g13618.t1,-0.8735494317,0.004587519975,0.07464125323,163,-20.61,2 22,552 574,20,75.00%,80.00%,yellow,0.49882755,0.08655137804,0.4863104507,0.1415753834,-0.3446416186,-0.1826274391,-0.3010707668,-0.3962117027,0.005017680082,0.6492726423,0.006432968184,0.4555092803,0.06217138126,0.3340721722,0.1059371249,0.03019533383,Maternal,22_hpf,900.77,4.007140567,0.2200854651,0.1100427326,-0.4541438486,-2.081673246,-0.4585137759,-0.4585137759
Montipora_capitata_HIv3___Scaffold_2_66515,Montipora_capitata_HIv3___TS.g13618.t1,-0.8735494317,0.004587519975,0.07464125323,163,-20.61,2 22,552 574,20,75.00%,80.00%,yellow,0.49882755,0.08655137804,0.4863104507,0.1415753834,-0.3446416186,-0.1826274391,-0.3010707668,-0.3962117027,0.005017680082,0.6492726423,0.006432968184,0.4555092803,0.06217138126,0.3340721722,0.1059371249,0.03019533383,Maternal,28_hpf,292.95,4.624263137,0.878611938,0.439305969,-0.4674365882,-1.768394481,1.975566648,1.975566648
Montipora_capitata_HIv3___Scaffold_2_66515,Montipora_capitata_HIv3___TS.g13618.t1,-0.8735494317,0.004587519975,0.07464125323,163,-20.61,2 22,552 574,20,75.00%,80.00%,yellow,0.49882755,0.08655137804,0.4863104507,0.1415753834,-0.3446416186,-0.1826274391,-0.3010707668,-0.3962117027,0.005017680082,0.6492726423,0.006432968184,0.4555092803,0.06217138126,0.3340721722,0.1059371249,0.03019533383,Maternal,48_hpf,398.72,4.098363546,0.4025314216,0.2012657108,-0.4651234477,-2.035364419,0.2158526308,0.2158526308
Montipora_capitata_HIv3___Scaffold_2_66515,Montipora_capitata_HIv3___TS.g13618.t1,-0.8735494317,0.004587519975,0.07464125323,163,-20.61,2 22,552 574,20,75.00%,80.00%,yellow,0.49882755,0.08655137804,0.4863104507,0.1415753834,-0.3446416186,-0.1826274391,-0.3010707668,-0.3962117027,0.005017680082,0.6492726423,0.006432968184,0.4555092803,0.06217138126,0.3340721722,0.1059371249,0.03019533383,Maternal,72_hpf,802.83,3.897097835,0,0,-0.4562857507,-2.137535813,-1.272005328,-1.272005328
Montipora_capitata_HIv3___Scaffold_2_95308,Montipora_capitata_HIv3___RNAseq.g23990.t1,-0.7155109698,0.04597906528,0.1922946597,158,-21.29,2 21,112 136,22,72.73%,77.27%,yellow,0.3124117616,0.1979360519,0.2222682031,-0.1784425934,0.1699996886,-0.1118661388,-0.3347487586,-0.2674469454,0.09280008442,0.2944119642,0.2377928818,0.3454547506,0.3691195639,0.5561745811,0.07058205893,0.1530610132,Maternal,1_hpf,1164.82,5.640693224,0.3341013963,0.1670506982,-0.4483691984,-1.252409525,-0.03708205263,-0.03708205263
Montipora_capitata_HIv3___Scaffold_2_95308,Montipora_capitata_HIv3___RNAseq.g23990.t1,-0.7155109698,0.04597906528,0.1922946597,158,-21.29,2 21,112 136,22,72.73%,77.27%,yellow,0.3124117616,0.1979360519,0.2222682031,-0.1784425934,0.1699996886,-0.1118661388,-0.3347487586,-0.2674469454,0.09280008442,0.2944119642,0.2377928818,0.3454547506,0.3691195639,0.5561745811,0.07058205893,0.1530610132,Maternal,4_hpf,1038.42,5.413935635,1.112128052,0.556064026,-0.4511335074,-1.367521727,2.838701276,2.838701276
Montipora_capitata_HIv3___Scaffold_2_95308,Montipora_capitata_HIv3___RNAseq.g23990.t1,-0.7155109698,0.04597906528,0.1922946597,158,-21.29,2 21,112 136,22,72.73%,77.27%,yellow,0.3124117616,0.1979360519,0.2222682031,-0.1784425934,0.1699996886,-0.1118661388,-0.3347487586,-0.2674469454,0.09280008442,0.2944119642,0.2377928818,0.3454547506,0.3691195639,0.5561745811,0.07058205893,0.1530610132,Maternal,9_hpf,974.18,5.451756712,0.2527528784,0.1263764392,-0.4525384062,-1.348322072,-0.3377667526,-0.3377667526
Montipora_capitata_HIv3___Scaffold_2_95308,Montipora_capitata_HIv3___RNAseq.g23990.t1,-0.7155109698,0.04597906528,0.1922946597,158,-21.29,2 21,112 136,22,72.73%,77.27%,yellow,0.3124117616,0.1979360519,0.2222682031,-0.1784425934,0.1699996886,-0.1118661388,-0.3347487586,-0.2674469454,0.09280008442,0.2944119642,0.2377928818,0.3454547506,0.3691195639,0.5561745811,0.07058205893,0.1530610132,Maternal,14_hpf,16663.8,4.52418115,0.4844187978,0.2422093989,-0.1094137417,-1.819200533,0.5185290875,0.5185290875
Montipora_capitata_HIv3___Scaffold_2_95308,Montipora_capitata_HIv3___RNAseq.g23990.t1,-0.7155109698,0.04597906528,0.1922946597,158,-21.29,2 21,112 136,22,72.73%,77.27%,yellow,0.3124117616,0.1979360519,0.2222682031,-0.1784425934,0.1699996886,-0.1118661388,-0.3347487586,-0.2674469454,0.09280008442,0.2944119642,0.2377928818,0.3454547506,0.3691195639,0.5561745811,0.07058205893,0.1530610132,Maternal,22_hpf,18765.95,5.25537596,1.296406561,0.6482032804,-0.06344070263,-1.448013644,3.519841259,3.519841259
Montipora_capitata_HIv3___Scaffold_2_95308,Montipora_capitata_HIv3___RNAseq.g23990.t1,-0.7155109698,0.04597906528,0.1922946597,158,-21.29,2 21,112 136,22,72.73%,77.27%,yellow,0.3124117616,0.1979360519,0.2222682031,-0.1784425934,0.1699996886,-0.1118661388,-0.3347487586,-0.2674469454,0.09280008442,0.2944119642,0.2377928818,0.3454547506,0.3691195639,0.5561745811,0.07058205893,0.1530610132,Maternal,28_hpf,23875.79,4.921532439,1.183349261,0.5916746304,0.04830911256,-1.61748741,3.10195288,3.10195288
Montipora_capitata_HIv3___Scaffold_2_95308,Montipora_capitata_HIv3___RNAseq.g23990.t1,-0.7155109698,0.04597906528,0.1922946597,158,-21.29,2 21,112 136,22,72.73%,77.27%,yellow,0.3124117616,0.1979360519,0.2222682031,-0.1784425934,0.1699996886,-0.1118661388,-0.3347487586,-0.2674469454,0.09280008442,0.2944119642,0.2377928818,0.3454547506,0.3691195639,0.5561745811,0.07058205893,0.1530610132,Maternal,48_hpf,22727.27,4.142071603,0.4899475366,0.2449737683,0.02319151637,-2.013176272,0.5389647047,0.5389647047
Montipora_capitata_HIv3___Scaffold_2_95308,Montipora_capitata_HIv3___RNAseq.g23990.t1,-0.7155109698,0.04597906528,0.1922946597,158,-21.29,2 21,112 136,22,72.73%,77.27%,yellow,0.3124117616,0.1979360519,0.2222682031,-0.1784425934,0.1699996886,-0.1118661388,-0.3347487586,-0.2674469454,0.09280008442,0.2944119642,0.2377928818,0.3454547506,0.3691195639,0.5561745811,0.07058205893,0.1530610132,Maternal,72_hpf,13969.17,4.307322062,0.4752434768,0.2376217384,-0.1683440418,-1.929287816,0.4846147801,0.4846147801
